id,fonds,Numero_inventaire,Classement_thematique,Type_document,ISSN,ISBN,Auteur1,Fonction1,Auteur2,Fonction2,Auteur3,Fonction3,Auteur4,Fonction4,Auteur5,Fonction5,Auteur6,Fonction6,Titre,Titre_moderne,Sous_titre,Lieu_edition1,Lieu_edition2,Editeur1,Editeur2,Adresse_editeur1,Adresse_editeur2,Collection,Annee_edition,Numero_edition,Tome,Numero_de_volume,Nb_volumes,Nb_Pages,Format,Privileges_royaux_et_date_approbation,Ex_libris,Lien_hypertexte,Illustrations,Notes,Provenance,Disponible,Emprunteur,Date_emprunt,Financement
,ancien,68,AI20,OUVRAGE,,,VATTEL Emer (de),Auteur,,,,,,,,,,,Le droit des gens ou principes de la loi naturelle appliqués à la conduite et aux affaires des nations et des souverains,,,Amsterdam,,Van Harrevelt,,,,,1775,nouvelle édition,,,1,XXVIII-316-216,in-4,,,"https://books.google.es/books?id=BoY_qY86mbIC&printsec=frontcover&dq=VATTEL,+Le+droit+des+gens+ou+principes+de+la+loi+naturelle+1775&hl=zh-CN&sa=X&ved=0ahUKEwiPi7PX1cbSAhUpIcAKHb22C8UQ6AEIHDAA#v=onepage&q=VATTEL%2C%20Le%20droit%20des%20gens%20ou%20principes%20de%20la%20loi%20naturelle%201775&f=false",,,,MANQUANT,,,
,ancien,69,AI21,OUVRAGE,,,BESOLDI Christophori,Auteur,,,,,,,,,,,Synopsis politicae doctrinae,,,Amstelodami (Amsterdam),,apud Jodocum Janssonium,,,,,1643,5e édition,,,1,,in-12,,,https://books.google.fr/books?id=5f1LAAAAcAAJ&hl=fr&pg=PA1#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,70,AI22,OUVRAGE,,,BURLAMAQUI Jean-Jacques,Auteur,,,,,,,,,,,Principes du droit politique,,,Amsterdam,,chez Zacharie Chatelain,,,,,1751,,Tome 1,,2,303,in-8,,,http://reader.digitale-sammlungen.de/resolve/display/bsb10040032.html,,,Bibliothèque Villequez,OUI,,,
,ancien,71,AI22,OUVRAGE,,,BURLAMAQUI Jean-Jacques,Auteur,,,,,,,,,,,Principes du droit politique,,,Amsterdam,,chez Zacharie Chatelain,,,,,1751,,Tome 2,,2,220,in-8,,,https://books.google.fr/books?id=7OxET5QtCRsC&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,72,AI23,OUVRAGE,,,ARISTOTE,Auteur,,,,,,,,,,,Opera omnia quae extant…,,,Lutetiae Parisiorum (Paris),,apud Societatem Graecarum Editionum,,,,,1629,,Tome 1,,2,1251,in-fol.,"oui, 1618",,https://books.google.fr/books?id=pscPWcQcLoIC&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,73,AI23,OUVRAGE,,,ARISTOTE,Auteur,,,,,,,,,,,Opera omnia quae extant…,,,Lutetiae Parisiorum (Paris),,apud Societatem Graecarum Editionum,,,,,1629,,Tome 2,,2,1104,in-fol.,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,74,AI24,OUVRAGE,,,MABLY Gabriel (de),Auteur,,,,,,,,,,,Le droit public de l'Europe fondé sur les traités,,,Genève,,Compagnie des libraires,,,,,1764,3e édition,Tome 1,,3,525,in-12,,,https://books.google.be/books?id=7DJEAAAAcAAJ&hl=fr&pg=PR1#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,75,AI24,OUVRAGE,,,MABLY Gabriel (de),Auteur,,,,,,,,,,,Le droit public de l'Europe fondé sur les traités,,,Genève,,Compagnie des libraires,,,,,1764,3e édition,Tome 2,,3,563,in-12,,,https://books.google.be/books?id=-TJEAAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,76,AI24,OUVRAGE,,,MABLY Gabriel (de),Auteur,,,,,,,,,,,Le droit public de l'Europe fondé sur les traités,,,Genève,,Compagnie des libraires,,,,,1764,3e édition,Tome 3,,3,558,in-12,,,https://books.google.be/books?id=-INJAAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,77,AI25,OUVRAGE,,,LOCKE John,Auteur,,,,,,,,,,,Traité du gouvernement civil,,,Paris,,"chez Royez, libraire",,"rue J.-J. Rousseau, maison Bullion",,,1795,"revue et corrigée exactement, sur la dernière Edition de Londres",,,1,368,in-8,,,https://books.google.fr/books?id=vOYTAAAAQAAJ&hl=fr&pg=PA482#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,78,AI26,MANUSCRIT,,,s.n.,,,,,,,,,,,,Abrégé du droit public contenant toutes les matières essentielles et utiles dans cette science,,,s.l.,,s.n.,,,,,s.d.,,,,1,,in-12,,,,,"manuscrit, tampon illisible",,OUI,,,
,ancien,79,AI27,OUVRAGE,,,BEAUNE Henri,Auteur,,,,,,,,,,,"Fragments de critique et d'histoire. Droit public et privé, épisodes judiciaires",,,Paris,,"L. Larose et Forcel, libraires-éditeurs",,"22, rue Soufflot",,,1891,,,,1,400,in-8,,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,80,AI28,OUVRAGE,,,NECKER Jacques,Auteur,,,,,,,,,,,Du pouvoir exécutif dans les grands États,,,s.l.,,s.n.,,,,,1791,,,,2,,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k41679z,,,,MANQUANT,,,
,ancien,81,AI28,OUVRAGE,,,NECKER Jacques,Auteur,,,,,,,,,,,Du pouvoir exécutif dans les grands États,,,s.l.,,s.n.,,,,,1791,,,,2,,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k111332d.r=Necker%20du%20pouvoir%20ex%C3%A9cutif%20tome%20second?rk=21459;2,,,,MANQUANT,,,
,ancien,82,AI29,OUVRAGE,,,PETIT Emilien,Auteur,,,,,,,,,,,Dissertations sur les parties intéressantes du droit public en Angleterre et en France…,,1ère partie : sur la liberté personnelle,Genève,Paris,chez Knapen & Fils,chez Knapen & Fils,,,,1778,,Tome 1,,2,230,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k67834d,,,Bibliothèque Villequez,OUI,,,
,ancien,83,AI29,OUVRAGE,,,PETIT Emilien,Auteur,,,,,,,,,,,Dissertations sur les parties intéressantes du droit public en Angleterre et en France…,,2e partie : sur la sureté personnelle,Genève,Paris,chez Knapen & Fils,chez Knapen & Fils,,,,1778,,Tome 2,,2,676,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,84,AI30,OUVRAGE,,,GIGUET Pierre,Auteur,,,,,,,,,,,Histoire militaire de la France,,Ouvrage qui a remporté le prix dans le concours ouvert sur ce sujet et adopté par le ministre de la guerre pour les écoles régimentaires,Paris,,Librairie de L. Hachette et Cie,,"rue Pierre-Sarrazin, n°12",,,1849,,Tome 1,,2,383,in-8,,,http://reader.digitale-sammlungen.de/resolve/display/bsb10417701.html,,,,OUI,,,
,ancien,85,AI30,OUVRAGE,,,GIGUET Pierre,Auteur,,,,,,,,,,,Histoire militaire de la France,,Ouvrage qui a remporté le prix dans le concours ouvert sur ce sujet et adopté par le ministre de la guerre pour les écoles régimentaires,Paris,,Librairie de L. Hachette et Cie,,"rue Pierre-Sarrazin, n°12",,,1849,,Tome 2,,2,337,in-8,,,https://books.google.fr/books?id=FGdAAAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,mention Lycée impérial de Dijon : attribution du 1er prix d'excellence à l'Elève Ernest Bailly le 12 août 1867,,OUI,,,
,ancien,86,AI31,OUVRAGE,,,FELLENBERG Daniel,Auteur,,,,,,,,,,,"Jurisprudentia antiqua, continens opuscula et dissertationes quibus leges antiquae, prasertim mosaicae, graecae et romanae, illustrantur, curante",,,Bernae (Berne),,apud A. Wagner filium,,,,,1760,,Tome 1,,2,600,in-4,,,https://books.google.fr/books?id=-ufofq72pPwC&lpg=PA12&ots=xFMMj--NiE&dq=Fellenberg%20Jurisprudentia%20antique%20continens%20opuscula&hl=fr&pg=PA1#v=onepage&q=Fellenberg%20Jurisprudentia%20antique%20continens%20opuscula&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,87,AI31,OUVRAGE,,,FELLENBERG Daniel,Auteur,,,,,,,,,,,"Jurisprudentia antiqua, continens opuscula et dissertationes quibus leges antiquae, prasertim mosaicae, graecae et romanae, illustrantur, curante",,,Bernae (Berne),,apud A. Wagner filium,,,,,1761,,Tome 2,,2,675,in-4,,,https://books.google.fr/books?id=hpulcxn-B0UC&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,ex-libris déchiré,Bibliothèque Villequez,OUI,,,
,ancien,88,AI32,OUVRAGE,,,SELDEN John,Auteur,,,,,,,,,,,De Successionibus ad leges Ebraeorum in bona defunctorum… ,,,Lugduni (Lyon),,Ex Officina Elseviriorum,,,,,1638,"Editio ultima, ab auctore denuo aucta et emendata",,,1,428,in-12,,,http://reader.digitale-sammlungen.de/resolve/display/bsb10412813.html,oui,mentions manuscrites sur la page de titre,Bibliothèque Villequez,OUI,,,
,ancien,89,AI33,OUVRAGE,,,BRÜNINGS Christian,Auteur,,,,,,,,,,,Compendium antiquitatum graecarum e profanis sacrarum collegit... indicesque necessarios adjecit Christianus Brünings,,,Francofurti ad Moenum (Francfort-sur-le-Main),,apud F. Varrentrapp,,,,,1745,,,,1,441,in-8,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,90,AI34,OUVRAGE,,,EYSSELL Aernout Philip Theodoor,Auteur,,,,,,,,,,,"Doneau, sa vie et ses ouvrages ; l'école de Bourges ; synthèse du droit romain au XVIe siècle, son influence jusqu'à nos jours",,"Mémoire couronné par l'Académie des sciences, arts et belles-lettres de Dijon ; traduit du latin de l'auteur et publié sous les auspices de cette société savante",Dijon,,"Vve Decailly, libraire","Lamarche, libraire",,,,1860,,,,1,352,in-8,,,https://books.google.fr/books?id=8etzngxzB0wC&hl=fr&pg=PR1#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,91,B.II.1,OUVRAGE,,,GODEFROY Jacobus,Auteur,,,,,,,,,,,Opera juridica minora…,,,Lugduni Batavorum (Leyde),,J. A. Langerak,,,,,1733,,,,1,1418,in-fol.,"oui, 30 avril 1728",,http://reader.digitale-sammlungen.de/resolve/display/bsb10495154.html,oui,,Bibliothèque Villequez,OUI,,,
,ancien,92,B.II.2,OUVRAGE,,,GRAVINAE Jani Vincentii,Auteur,,,,,,,,,,,Opera seu originum juris civilis libri tres… de romano Imperio liber singularis… Orationes et opuscula latina (augmentés par G. Mascovius),,,Lipsiae (Leipzig),,J. F. Gleditsch,,,,,1737,,,,1,[L]-702-index,in-4,,,https://books.google.fr/books?id=gLarqmSbGY0C&dq=Opera+seu+originum+juris+civilis+Gravina&hl=fr&pg=PR2#v=onepage&q=Opera%20seu%20originum%20juris%20civilis%20Gravina&f=false,oui,,Bibliothèque Villequez,OUI,,,
,ancien,93,B.I.3,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,,,,,,,,,,,Antiquitatum romanarum jurisprudentiam illustrantium syntagma..,,,Francofurti ad Moenum (Francfort-sur-le-Main),,H. L. Broenner,,,,,1771,nouvelle édition,Tome 1,,2,préf.-576,in-8,,"oui, 1807",https://books.google.fr/books?id=eEwUAAAAQAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,oui,ex-libris illisible,Bibliothèque Renardet,OUI,,,
,ancien,94,B.I.3,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,,,,,,,,,,,Antiquitatum romanarum jurisprudentiam illustrantium syntagma…,,,Francofurti ad Moenum (Francfort-sur-le-Main),,H. L. Broenner,,,,,1771,nouvelle édition,Tome 2,,2,408,in-8,,"oui, 1807",https://books.google.fr/books?id=77fEkPRru7QC&dq=Heinecke%20Antiquitatum%20%201771&hl=fr&pg=PP7#v=onepage&q&f=false,oui,ex-libris illisible,Bibliothèque Renardet,OUI,,,
,ancien,95,B.I.4,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,,,,,,,,,,,Antiquitatum romanarum jurisprudentiam illustrantium syntagma…,,,Francofurti ad Moenum (Francfort-sur-le-Main),,H. L. Broenner,,,,,1841,,,,1,841,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,96,B.I.5,OUVRAGE,,,DOUJAT Jean,Auteur,,,,,,,,,,,"Historia juris civilis Romanorum, qua ejus tum origo et progressus, autoritas et utilitas, tum Justinianaei partes atque ordo partium demonstrantur, ubi et gallici juris origo perstringitur",,,Lutetiae Parisiorum (Paris),,Joannem de La Caille,,,,,1678,,,,1,[VIII]-184-index,in-8,oui,"oui, 1678",https://books.google.be/books?id=eFxEAAAAcAAJ&hl=fr&pg=PP5#v=onepage&q&f=false,oui,,Bibliothèque Villequez,OUI,,,
,ancien,97,B.I.6,OUVRAGE,,,SIGONIUS Carolus,Auteur,,,,,,,,,,,De Antiquo jure populi romani... ,,,Lipsiae et Halae (Leipzig et La Haye),,A. Sellius,,,,,1715,,Tome 1,,2,préf.-853,in-8,,,,oui,planches pliées,Bibliothèque Villequez,OUI,,,
,ancien,98,B.I.6,OUVRAGE,,,SIGONIUS Carolus,Auteur,,,,,,,,,,,De Antiquo jure populi romani... ,,,Lipsiae et Halae (Leipzig et La Haye),,A. Sellius,,,,,1715,,Tome 2,,2,757,in-8,,,,,planches pliées,Bibliothèque Villequez,OUI,,,
,ancien,99,B.II.7,OUVRAGE,,,DEMPSTER Thomas,Auteur,,,,,,,,,,,Antiquitatum romanarum corpus…,,,Genevae (Genève),,Petrum & Jacobum Chouët,,,,,1632,,,,1,index-1063-index,in-4,,oui,,oui,planches pliées,Bibliothèque Villequez,OUI,,,
,ancien,100,B.I.8,OUVRAGE,,,GIRAUD Charles,Auteur,,,,,,,,,,,"Juris romani antiqui vestigia, fragmenta, monumenta, ad usum scholarum…",,,Parisiis (Paris),,Cotillon et filium,,,,,1872,,,,1,VI-242,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,101,B.I.9,OUVRAGE,,,GIRAUD Charles,Auteur,,,,,,,,,,,"Juris romani antiqui vestigia, fragmenta, monumenta, ad usum scholarum…",,,Parisiis (Paris),,Cotillon et filium,,,,,1872,,,,1,VI-242,in-8,,,,,,,MANQUANT,,,
,ancien,102,B.I.10,OUVRAGE,,,LABOULAYE Edouard,Auteur,,,,,,,,,,,Flores juris antejustinianei ad fidem germanicarum optimae notae editionum,,,Paris,,"A. Durand, libraire",,"rue des Grès, 3",,,1839,,,,1,341,in-12,,,http://gallica.bnf.fr/ark:/12148/bpt6k6371910n,,,Bibliothèque Villequez,OUI,,,
,ancien,103,B.I.11,OUVRAGE,,,BRUNS Carl Georg,Auteur,,,,,,,,,,,Fontes juris romani antiqui...,,,Friburgi i. B. et Lipsiae (Fribourg et Leipzig),,Libraria Academica I.C.B. Mohrii,,,,,1893,6e édition,,,1,XX-384-95,in-8,,,https://archive.org/details/fontesiurisroma00unkngoog,,2 tomes en 1 vol.,,OUI,,,
,ancien,104,B.I.11 bis,OUVRAGE,,,BRUNS Carl Georg,Auteur,,,,,,,,,,,Fontes juris romani antiqui...,,,Friburgi i. B. et Lipsiae (Fribourg et Leipzig),,Libraria Academica I.C.B. Mohrii,,,,,1909,7e édition,,,1,91,in-8,,,,,,Faculté de Droit de Dijon / Fondation Lacomme,OUI,,,
,ancien,105,B.I.12,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,BERTHELOT Jean-François,Traducteur,,,,,,,,,"Éléments du droit civil romain, selon l'ordre des Institutes de Justinien…",,,Paris,,"Tardieu, Denesle et Cie",,"quai des Augustins, n° 37",,,1812,2e édition,Tome 1,,4,311,in-12,,,https://books.google.fr/books?id=cQBbAAAAQAAJ&hl=fr&pg=PR1#v=onepage&q&f=false,,"dédicace à Mgr le Duc de Parme, prince, archichancelier de l'Empire",Faculté de Droit de Dijon,OUI,,,
,ancien,106,B.I.12,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,BERTHELOT Jean-François,Traducteur,,,,,,,,,"Éléments du droit civil romain, selon l'ordre des Institutes de Justinien…",,,Paris,,"Tardieu, Denesle et Cie",,"quai des Augustins, n° 37",,,1812,2e édition,Tome 2,,4,295,in-12,,,https://books.google.fr/books?id=lLlDAAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"dédicace à Mgr le Duc de Parme, prince, archichancelier de l'Empire",Faculté de Droit de Dijon,OUI,,,
,ancien,107,B.I.12,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,BERTHELOT Jean-François,Traducteur,,,,,,,,,"Éléments du droit civil romain, selon l'ordre des Institutes de Justinien…",,,Paris,,"Tardieu, Denesle et Cie",,"quai des Augustins, n° 37",,,1812,2e édition,Tome 3,,4,324,in-12,,,https://books.google.fr/books?id=NP9aAAAAQAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"dédicace à Mgr le Duc de Parme, prince, archichancelier de l'Empire",Faculté de Droit de Dijon,OUI,,,
,ancien,108,B.I.12,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,BERTHELOT Jean-François,Traducteur,,,,,,,,,"Éléments du droit civil romain, selon l'ordre des Institutes de Justinien…",,,Paris,,"Tardieu, Denesle et Cie",,"quai des Augustins, n° 37",,,1812,2e édition,Tome 4,,4,342,in-12,,,https://books.google.fr/books?id=eblDAAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"dédicace à Mgr le Duc de Parme, prince, archichancelier de l'Empire",Faculté de Droit de Dijon,OUI,,,
,ancien,109,B.I.12 bis,OUVRAGE,,,HEINECKE Johann Gottlieb,Auteur,BERTHELOT Jean-François,Traducteur,,,,,,,,,"Elementa Juris Civilis. Secundum Ordinem Institutionum, Commoda auditoribus Methodo Adornata. Passim limavit et polivit Libellum",,,Paris,,"chez Barrois, L'aîné et fils",,"rue de Savoye, n° 13",,,1806,3e édition,,,1,400,in-8,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,110,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1840,,Tome 1,,8,,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k6493062p,,,Bibliothèque Villequez,MANQUANT,,,
,ancien,111,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1841,,Tome 2,,8,495,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k58248704,,,Bibliothèque Villequez,OUI,,,
,ancien,112,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1845,,Tome 3,,8,444,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k64927547,,,Bibliothèque Villequez,OUI,,,
,ancien,113,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1845,,Tome 4,,8,610,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k58249247,,,Bibliothèque Villequez,OUI,,,
,ancien,114,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1846,,Tome 5,,8,621,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5824876m,,,Bibliothèque Villequez,OUI,,,
,ancien,115,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1849,,Tome 6,,8,528,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5828153f,,,Bibliothèque Villequez,OUI,,,
,ancien,116,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1850,,Tome 7,,8,304,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k57887105,,,Bibliothèque Villequez,OUI,,,
,ancien,117,B.I.13,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1851,,Tome 8,,8,528,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5824902n,,,Bibliothèque Villequez,OUI,,,
,ancien,118,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1855,,Tome 1,,8,413,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k6493062p,,,Bibliothèque Renardet,MANQUANT,,,
,ancien,119,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1855,,Tome 2,,8,496,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k58248704,,,Bibliothèque Renardet,OUI,,,
,ancien,120,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1856,2e édition,Tome 3,,8,433,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k64927547,,,Bibliothèque Renardet,OUI,,,
,ancien,121,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1856,2e édition,Tome 4,,8,602,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k58249247,,,Bibliothèque Renardet,OUI,,,
,ancien,122,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1858,2e édition,Tome 5,,8,596,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5824876m,,,Bibliothèque Renardet,OUI,,,
,ancien,123,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1859,2e édition,Tome 6,,8,511,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5828153f,,,Bibliothèque Renardet,OUI,,,
,ancien,124,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1859,2e édition,Tome 7,,8,298,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k57887105,,,Bibliothèque Renardet,OUI,,,
,ancien,125,B.I.14,OUVRAGE,,,SAVIGNY Friedrich Carl (von),Auteur,GUENOUX Charles,Traducteur,,,,,,,,,Traité de droit romain,,,Paris,,"Firmin Didot frères, libraires",,"rue Jacob, 56",,,1860,2e édition,Tome 8,,8,496,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5824902n,,,Bibliothèque Renardet,OUI,,,
,ancien,126,B.I.15,OUVRAGE,,,GIRAUD Charles,Auteur,,,,,,,,,,,Histoire du droit romain ou introduction historique à l'étude de cette législation,,,Paris,Aix,"Videcoq, éditeur","Aubin, éditeur","place du Panthéon, 3 et 4",Sur le Cours,,1844,,,,1,508,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,127,B.I.16,OUVRAGE,,,GIRAUD Charles,Auteur,,,,,,,,,,,Histoire du droit romain ou introduction historique à l’étude de cette législation,,,Paris,,"Videcoq, éditeur","Aubin, éditeur","place du Panthéon, 3 et 5",Sur le Cours,,1847,,,,1,503,in-8,,,http://gallica.bnf.fr/ark:/12148/bpt6k5824902n,,,Bibliothèque Renardet,OUI,,,
,ancien,128,B.I.17,OUVRAGE,,,LAFERRIERE Firmin,Auteur,,,,,,,,,,,Histoire du droit civil de Rome et du droit français,,,Paris,,"Joubert, libraire de la Cour de Cassation",,"rue des Grès, 14",,,1846,,Tome 1,,6,483,in-8,,,https://books.google.fr/books?id=b9X51UtlrU0C&dq=LAFERRIERE%20Histoire%20du%20droit%20civil%20de%20Rome&hl=fr&pg=PP7#v=onepage&q=LAFERRIERE%20Histoire%20du%20droit%20civil%20de%20Rome&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,129,B.I.17,OUVRAGE,,,LAFERRIERE Firmin,Auteur,,,,,,,,,,,Histoire du droit civil de Rome et du droit français,,,Paris,,"Joubert, libraire de la Cour de Cassation",,"rue des Grès, 14",,,1846,,Tome 2,,6,634,in-8,,,https://books.google.fr/books?id=70QUAAAAQAAJ&printsec=frontcover&dq=LAFERRIERE+Histoire+du+droit+civil+de+Rome+Tome+2&hl=fr&sa=X&ved=0ahUKEwirmujg3MHTAhVCzRQKHeRtBP0Q6AEIKjAB#v=onepage&q&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,130,B.I.17,OUVRAGE,,,LAFERRIERE Firmin,Auteur,,,,,,,,,,,Histoire du droit civil de Rome et du droit français,,"Droit germanique, droit mérovingien et carolingien",Paris,,Librairie de jurisprudence de Cotillon,,"rue des Grès, 16",,,1852,,Tome 3,,6,527,in-8,,,https://books.google.fr/books?id=yA_mOPDs3aoC&printsec=frontcover&dq=LAFERRIERE+Histoire+du+droit+civil+de+Rome+Tome+3&hl=fr&sa=X&ved=0ahUKEwjBlqL23MHTAhVIyRQKHU_dB7AQ6AEINDAD#v=onepage&q=LAFERRIERE%20Histoire%20du%20droit%20civil%20de%20Rome%20Tome%203&f=false,,,Bibliothèque Villequez,OUI,,,
,ancien,131,B.I.17,OUVRAGE,,,LAFERRIERE Firmin,Auteur,,,,,,,,,,,Histoire du droit civil de Rome et du droit français,,"Droit public, et droit privé du Moyen Age",Paris,,Librairie de jurisprudence de Cotillon,,"rue des Grès, 16",,,1852,,Tome 4,,6,578,in-8,,,https://books.google.fr/books?id=xzlEAAAAcAAJ&printsec=frontcover&dq=LAFERRIERE+Histoire+du+droit+civil+de+Rome+Tome+4&hl=fr&sa=X&ved=0ahUKEwjE--aD3cHTAhVBvhQKHXkCBk4Q6AEIJDAA#v=onepage&q=LAFERRIERE%20Histoire%20du%20droit%20civil%20de%20Rome%20Tome%204&f=false,,,Bibliothèque Villequez,OUI,,,
